,Date,Time,Location,Sub-location,Source,Notes,Longitude,Latitude,Postal,Area
331,2021-05-12,1740h - 1835h,Paya Lebar Square (60 Paya Lebar Road),Greendot,https://www.todayonline.com/singapore/peninsula-plaza-causeway-point-and-several-supermarkets-among-places-visited-covid-19,Added/ Updated on 2021-05-21,103.892550598424,1.3186757562301499,409051,Paya Lebar
332,2021-05-12,1740h - 2100h,The Grandstand (200 Turf Club Road) ,Foresta Restaurant,https://www.todayonline.com/singapore/changi-city-point-sengkang-sports-complex-among-places-visited-covid-19-cases-while,Added/ Updated on 2021-05-23,103.79368903828001,1.3376344395572,NIL,Bukit Timah
333,2021-05-12,1745h - 1815h,Superluck Food Court (440 Bukit Batok West Avenue 8),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.739303105372,1.3557230810948602,650440,Tengah
334,2021-05-12,1815h - 0600h,Sheng Siong Supermarket (440 Bukit Batok West Avenue 8),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.739303105372,1.3557230810948602,650440,Tengah
335,2021-05-12,1820h - 1930h,Keat Hong Community Club (2 Choa Chu Kang Loop) ,SuperBowl Keat Hong,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.744923812475,1.3840651692895,689687,Choa Chu Kang
336,2021-05-12,1930h - 2005h,Le Quest Shopping Mall (4 Bukit Batok Street 41) ,FairPrice Finest,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.74112700576401,1.3559417117611101,657991,Tengah
337,2021-05-12,2000h - 2200h,Kimly Coffeeshop (444 Pasir Ris Drive 6),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.95748962666,1.37000224411598,510444,Pasir Ris
338,2021-05-12,2100h - 2145h,Compass One (1 Sengkang Square) ,Pontian Wanton Noodles,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.89498002538299,1.39209415594051,545078,Sengkang
339,2021-05-12,2200h - 2230h,NTUC FairPrice (345 Jurong East Street 31),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.73121914575,1.3455121058675,600345,Jurong East
340,2021-05-12,2225h - 2300h,51@AMK (51 Ang Mo Kio Avenue 3),McDonald's,https://www.channelnewsasia.com/news/singapore/covid-19-locations-visited-may-21-far-east-plaza-14859090,Added/ Updated on 2021-05-22,103.847153924066,1.36931517954752,569922,Ang Mo Kio
341,2021-05-11,0540h - 0625h,Rivervale Plaza (118 Rivervale Drive),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.901849634797,1.3853715160870002,540118,Sengkang
342,2021-05-11,0705h - 0745h,Pasir Ris Market Produce Shop (441 Pasir Ris Drive 6),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.95817394992399,1.36922534298881,510441,Pasir Ris
343,2021-05-11,0915h - 0945h,TripleOne Somerset (111 Somerset Road),So Good Bakery,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.837362540861,1.30019272342804,238164,River Valley
344,2021-05-11,0930h - 1005h,Tampines Mart (9 Tampines Street 32) ,Giant,https://www.todayonline.com/singapore/changi-city-point-sengkang-sports-complex-among-places-visited-covid-19-cases-while,Added/ Updated on 2021-05-23,103.960153484359,1.35459392882388,529286,Tampines
345,2021-05-11,0930h - 1030h,West Gate (3 Gateway Drive) ,Toast Box,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.742722109979,1.3342947893069599,NIL,Jurong East
346,2021-05-11,0940h - 1025h,Rivervale Plaza (118 Rivervale Drive),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.901849634797,1.3853715160870002,540118,Sengkang
347,2021-05-11,0950h - 1055h,Bukit Panjang Plaza (1 Jelebu Road) ,FairPrice Finest,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.763993944333,1.3805424560629902,NIL,Bukit Panjang
348,2021-05-11,1015h - 1400h,Ngee Ann City (391 Orchard Rd) ,New York Skin Solutions,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.834980235031,1.3023693276664798,238872,Orchard
349,2021-05-11,1025h - 1055h,Rivervale Plaza (118 Rivervale Drive),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.901849634797,1.3853715160870002,540118,Sengkang
350,2021-05-11,1030h - 1100h,Kopitiam (437 Fernvale Road),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.87633039499599,1.39255040573906,790437,Seletar
351,2021-05-11,1225h - 1345h,Westgate (3 Gateway Drive) ,Pizza Hut,https://www.todayonline.com/singapore/punggol-plaza-mbs-mall-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-05-25,103.742722109979,1.3342947893069599,NIL,Jurong East
352,2021-05-11,1230h - 1305h,Marina Square (6 Raffles Boulevard) ,McDonald’s,https://www.todayonline.com/singapore/punggol-plaza-mbs-mall-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-05-25,103.857007335679,1.29145526802575,NIL,Singapore River
353,2021-05-11,1240h - 1340h,Changi City Point (5 Changi Business Park Central 1),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.96294604341298,1.33408363820793,NIL,Bedok
354,2021-05-11,1300h - 1330h,Prime Supermarket (823 Tampines Street 81),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.934010232785,1.3487328451896798,520823,Tampines
355,2021-05-11,1300h - 1330h,Changi City Point (5 Changi Business Park Central 1),McDonald’s,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.96294604341298,1.33408363820793,NIL,Bedok
356,2021-05-11,1300h - 1345h,The Seletar Mall (33 Sengkang West Avenue) ,FairPrice Finest,https://www.todayonline.com/singapore/peninsula-plaza-causeway-point-and-several-supermarkets-among-places-visited-covid-19,Added/ Updated on 2021-05-21,103.876156956828,1.3913688093851,797653,Seletar
357,2021-05-11,1300h - 1400h,Singapore Polytechnic (500 Dover Road) ,Food Court 2,https://www.todayonline.com/singapore/punggol-plaza-mbs-mall-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-05-25,103.778336591188,1.3089128608966298,NIL,Clementi
358,2021-05-11,1320h - 1410h,The Shoppes at Marina Bay Sands (10 Bayfront Avenue),,https://www.todayonline.com/singapore/punggol-plaza-mbs-mall-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-05-25,103.858562162091,1.28257452719678,018956,Straits View
359,2021-05-11,1330h - 1635h,"City Square Mall (180 Kitchener Road) 
",EAT.,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.85678076298599,1.31147744952233,208539,Serangoon
360,2021-05-11,1345h - 1700h,Plaza Singapura (68 Orchard Road) ,"Hot Tomato Bistro, Cold Storage, DAISO",https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.845067272666,1.30082071769235,238839,Museum
361,2021-05-11,1420h - 1500h,White Sands (1 Pasir Ris Central Street 3) ,Ya Kun Family Café,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.949749226457,1.37239898072242,518457,Pasir Ris
362,2021-05-11,1500h - 2100h,Westgate (3 Gateway Drive) ,Pizza Hut,https://www.todayonline.com/singapore/punggol-plaza-mbs-mall-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-05-25,103.742722109979,1.3342947893069599,NIL,Jurong East
363,2021-05-11,1515h - 1615h,Sheng Siong Supermarket (19 Serangoon North Avenue 5),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.87201210311501,1.3756536729016497,554913,Seletar
364,2021-05-11,1600h - 1650h,Hillion Mall (17 Petir Road),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.763022901683,1.3784986806083401,678278,Bukit Panjang
365,2021-05-11,1605h - 1745h,Hillion Mall (17 Petir Road) ,Kopitiam,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.763022901683,1.3784986806083401,678278,Bukit Panjang
366,2021-05-11,1620h - 1755h,Takashimaya (391A Orchard Road),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.834872603881,1.3024076927815702,NIL,Orchard
367,2021-05-11,1630h - 1705h,Peninsula Plaza (111 North Bridge Road) ,Cathay Photo,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.85080450702,1.2923224841493601,NIL,Museum
368,2021-05-11,1650h - 1730h,Hillion Mall (17 Petir Road),Kopitiam,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.763022901683,1.3784986806083401,678278,Bukit Panjang
369,2021-05-11,1730h - 2030h,Yang Ming & Hoki Coffee Shop (150 Bishan Street 11),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.855213610381,1.3445270695136398,570150,Bishan
370,2021-05-11,1740h - 1810h,SKP (683 Hougang Avenue 8),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.88636553205,1.3733212255277898,530683,Sengkang
371,2021-05-11,1755h - 1850h,JEM (50 Jurong Gateway Road) ,Fairprice Xtra,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.743262234833,1.3325523295069,NIL,Jurong East
372,2021-05-11,1825h - 1855h,Rivervale Plaza (118 Rivervale Drive),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.901849634797,1.3853715160870002,540118,Sengkang
373,2021-05-11,1830h - 1915h,Bedok Point (799 New Upper Changi Road) ,Saizeriya,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.932384005117,1.3248010255226699,467351,Bedok
374,2021-05-11,1840h - 1940h,JEM (50 Jurong Gateway Road) ,Tipsy Bunny,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.743262234833,1.3325523295069,NIL,Jurong East
375,2021-05-11,1900h - 2000h,Boon Lay Shopping Centre (221 Boon Lay Place),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.712472819666,1.34637376407877,640221,Boon Lay
376,2021-05-11,1915h - 2000h,Don Lechón (511 Guillemard Road),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.891500511283,1.31419129803566,399849,Paya Lebar
377,2021-05-11,1930h - 2030h,Food Paradise (279 Sengkang East Avenue),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.89303829030199,1.38621835441264,540279,Sengkang
378,2021-05-11,2100h - 2130h,Junction 8 (9 Bishan Place) ,What the Fish,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.84849010674401,1.3502358416,NIL,Bishan
379,2021-05-10,0825h - 0855h,Changi Airport Terminal 3 (65 Airport Boulevard),McDonald’s,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.986978920249,1.35668185930095,NIL,Changi Airport
380,2021-05-10,0830h - 2220h,White Sands (1 Pasir Ris Central Street 3),Unity Pharmacy,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.949749226457,1.37239898072242,518457,Pasir Ris
381,2021-05-10,0845h - 0930h,Sengkang Community Club (2 Sengkang Square),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.894198543672,1.39265728982387,NIL,Sengkang
382,2021-05-10,0900h - 1100h,Rivervale Plaza (118 Rivervale Drive),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.901849634797,1.3853715160870002,540118,Sengkang
383,2021-05-10,1015h - 2130h,Ngee Ann City (391 Orchard Road) ,New York Skin Solutions,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.834980235031,1.3023693276664798,238872,Orchard
384,2021-05-10,1025h - 2230h,White Sands (1 Pasir Ris Drive 3),WOK HEY,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.95920469576299,1.36858695162233,519457,Pasir Ris
385,2021-05-10,1050h - 1230h,Immigration Checkpoint Authority (10 Kallang Road),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.862593864779,1.30659563968245,208718,Serangoon
386,2021-05-10,1100h - 1250h,Compass One (1 Sengkang Square),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.89498002538299,1.39209415594051,545078,Sengkang
387,2021-05-10,1115h - 1800h,Marina Bay Sands Casino (10 Bayfront Ave),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.858562162091,1.28257452719678,018956,Straits View
388,2021-05-10,1150h - 1220h,Upper Boon Keng Market and Food Centre (17 Upper Boon Keng Road),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.87162032127199,1.31502805737989,380017,Kallang
389,2021-05-10,1200h - 1230h,Selegie Soyabean (320 Bedok Road),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.94840706815799,1.33073191530808,469487,Bedok
390,2021-05-10,1205h - 1245h,Changi Airport Terminal 3 (65 Airport Boulevard),McDonald’s,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.986978920249,1.35668185930095,NIL,Changi Airport
391,2021-05-10,1205h - 2105h,Marina Bay Sands Casino (10 Bayfront Avenue),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.858562162091,1.28257452719678,018956,Straits View
392,2021-05-10,1225h - 1330h,Marina Square (6 Raffles Boulevard) ,McDonald’s,https://www.todayonline.com/singapore/punggol-plaza-mbs-mall-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-05-25,103.857007335679,1.29145526802575,NIL,Singapore River
393,2021-05-10,1250h - 1325h,Jewel Changi Airport (78 Airport Boulevard),Five Spice,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.989670344538,1.3603317451893202,819666,Changi Airport
394,2021-05-10,1250h - 1330h,Compass One (1 Sengkang Square) ,Timezone,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.89498002538299,1.39209415594051,545078,Sengkang
395,2021-05-10,1300h - 1400h,Singapore Polytechnic (500 Dover Road) ,Food Court 2,https://www.todayonline.com/singapore/punggol-plaza-mbs-mall-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-05-25,103.778336591188,1.3089128608966298,NIL,Clementi
396,2021-05-10,1310h - 1410h,The Beef Station (2 Tai Thong Crescent),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.86918468022101,1.32885089270318,347836,Kallang
397,2021-05-10,1330h - 1400h,Midview City (26 Sin Ming Lane) ,Rong Cheng (Sin Ming Road) Bak Kut Teh,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.833968716819,1.35896872913604,573971,Ang Mo Kio
398,2021-05-10,1335h - 1410h,"JEM (50 Jurong Gateway Road) 
∙ LeNu",,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.743262234833,1.3325523295069,NIL,Jurong East
399,2021-05-10,1415h - 1430h,HAO Mart (658 Punggol East),,https://www.todayonline.com/singapore/peninsula-plaza-causeway-point-and-several-supermarkets-among-places-visited-covid-19,Added/ Updated on 2021-05-21,103.91935274789101,1.3999042067406002,820658,Punggol
400,2021-05-10,1415h - 1530h,White Sands (1 Pasir Ris Central Street 3),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.949749226457,1.37239898072242,518457,Pasir Ris
401,2021-05-10,1425h - 1510h,Westgate (3 Gateway Drive),Kiddy Palace,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.742722109979,1.3342947893069599,NIL,Jurong East
402,2021-05-10,1425h - 1520h,Westgate (3 Gateway Drive) ,Nunsaram Korean Dessert Café,https://www.todayonline.com/singapore/punggol-plaza-mbs-mall-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-05-25,103.742722109979,1.3342947893069599,NIL,Jurong East
403,2021-05-10,1500h - 1530h,Sheng Siong Supermarket (4 Lorong 7 Toa Payoh),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.85554106336001,1.33904479783226,310004,Toa Payoh
404,2021-05-10,1500h - 2100h,Westgate (3 Gateway Drive) ,Pizza Hut,https://www.todayonline.com/singapore/punggol-plaza-mbs-mall-among-places-visited-covid-19-cases-while-infectious,Added/ Updated on 2021-05-25,103.742722109979,1.3342947893069599,NIL,Jurong East
405,2021-05-10,1535h - 1635h,ION Orchard (2 Orchard Turn) ,4Fingers Crispy Chicken,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.83177429663701,1.30419841973372,NIL,Orchard
406,2021-05-10,1535h - 1640h,Craftsmen Specialty Coffee Holland (275 Holland Avenue),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.795257905221,1.31177848895106,278993,Bukit Timah
407,2021-05-10,1600h - 1650h,Tampines 1 (10 Tampines Central 1) ,DAISO,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.945141172369,1.35432321225804,529536,Tampines
408,2021-05-10,1600h - 1930h,Kopitiam Square (10 Sengkang Square),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.893839556119,1.39135982178512,544829,Sengkang
409,2021-05-10,1615h - 1650h,Great World City (1 Kim Seng Promenade) ,Cold Storage,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.831975865363,1.29347596207041,NIL,River Valley
410,2021-05-10,1700h - 1850h,Tampines 1 (10 Tampines Central 1) ,Spacio,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.945141172369,1.35432321225804,529536,Tampines
411,2021-05-10,1705h - 1800h,MBFC Tower 1 (8 Marina Boulevard) ,LeVel 33,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.85418839398899,1.27998145046295,018981,Straits View
412,2021-05-10,1750h - 1825h,JEM (50 Jurong Gateway Road),FairPrice Xtra,https://www.todayonline.com/singapore/changi-city-point-sengkang-sports-complex-among-places-visited-covid-19-cases-while,Added/ Updated on 2021-05-23,103.743262234833,1.3325523295069,NIL,Jurong East
413,2021-05-10,1810h - 1940h,Changi City Point (5 Changi Business Park Central 1),Kopitiam,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.96294604341298,1.33408363820793,NIL,Bedok
414,2021-05-10,1830h - 2030h,Web Pub & Karaoke (156 Joo Chiat Road),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.899627373455,1.3130692670127,427434,Geylang
415,2021-05-10,1930h - 2030h,Kopitiam City (275D Compassvale Link),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.893713485123,1.3829049573141299,544275,Sengkang
416,2021-05-10,2030h - 2130h,Kimly Coffeeshop (444 Pasir Ris Drive 6),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.95748962666,1.37000224411598,510444,Pasir Ris
417,2021-05-09,0230h - 0300h,Al-Azhar Restaurant (11 Cheong Chin Nam Road),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.77516979762899,1.3428930704227702,599736,Bukit Batok
418,2021-05-09,0800h - 2200h,Westgate (3 Gateway Drive),,https://www.channelnewsasia.com/news/singapore/covid-19-locations-sim-lim-square-ikea-jurong-library-14872628,"Added/ Updated on 2021-05-24, Date is from 9 May to 21 May",103.742722109979,1.3342947893069599,NIL,Jurong East
419,2021-05-09,0900h - 1000h,"Shangri-La Rasa Sentosa, Singapore (101 Siloso Road) ",Silver Shell Café,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.809797886969,1.25780204865465,098970,Bukit Merah
420,2021-05-09,0900h - 1100h,Happy Hawkers (267 Compassvale Link),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.89704655723699,1.3837444174854698,540267,Sengkang
421,2021-05-09,0900h - 1200h,Wang Learning Centre (46 East Coast Road),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.903347198653,1.30436150502444,428766,Marine Parade
422,2021-05-09,0915h - 1030h,White Sands (1 Pasir Ris Central Street 3) ,Cookhouse by Koufu,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.949749226457,1.37239898072242,518457,Pasir Ris
423,2021-05-09,0930h - 1020h,Sheng Siong Supermarket (4 Toa Payoh Lorong 7),,https://www.todayonline.com/singapore/changi-city-point-sengkang-sports-complex-among-places-visited-covid-19-cases-while,Added/ Updated on 2021-05-23,103.85554106336001,1.33904479783226,310004,Toa Payoh
424,2021-05-09,0930h - 1105h,HCL Education Centre (30 East Coast Road),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.902850370889,1.30385030375717,428751,Marine Parade
425,2021-05-09,1000h - 1100h,93 Lorong 4 Toa Payoh Market and Hawker Centre (93 Lorong 4 Toa Payoh),,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.849484966375,1.33841734487834,310093,Bishan
426,2021-05-09,1010h - 1115h,Parkway Centre (08/09 Marine Parade Central) ,CMA Mental Arithmetic Centre (Marine Parade) Pte Ltd,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.90607458727,1.30255976878218,440083,Marine Parade
427,2021-05-09,1010h - 2010h,Ngee Ann City (391 Orchard Road) ,New York Skin Solutions,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.834980235031,1.3023693276664798,238872,Orchard
428,2021-05-09,1015h - 1045h,White Sands (1 Pasir Ris Central Street 3) ,Koufu,https://www.moh.gov.sg/docs/librariesprovider5/default-document-library/annexes9f1bd59862d64d81862ae7ff2f978152.pdf,Refreshed on 2021-05-20,103.949749226457,1.37239898072242,518457,Pasir Ris
